mean_intensity,std_dev,edge_density,skewness,kurtosis,label
248.67139835487663,8.21063981384592,0.025334900117508812,-5.732482707433129,55.75884422645396,healthy
190.9435017626322,81.89145206877653,0.03055229142185664,-0.708846279911953,-1.474503440136747,dravet
250.38016451233844,7.1465151111437,0.017485311398354877,-2.7833764431181556,8.812850354518403,healed
227.56795807214058,23.057657196085675,0.11653478573630664,-1.1535686433419232,1.5029982004133284,healthy
174.59369026821497,77.14738181873851,0.08478059808858288,-0.5777752544216369,-1.4911974204627065,dravet
236.2204501079026,22.316283589550878,0.08811016339533449,-1.4334364707102327,2.2445186714569143,healed
234.69649700800107,16.448187196925144,0.0845491830834398,-1.5082268864420403,4.156323356984161,healthy
179.96720567471257,78.18278920478751,0.06115107913669065,-0.6507180627888218,-1.4827548205485273,dravet
241.02242318294896,15.90335592791507,0.0608821354131648,-1.512689734554768,4.04122580488707,healed
221.6224580297751,26.926604025530214,0.19266708900855242,-0.6320725489116166,0.010229257243616452,healthy
168.96103896103895,74.50009238607986,0.14738675958188152,-0.5019231147386671,-1.4712539586308322,dravet
230.7584573962623,26.98268231030231,0.15145707950586,-0.9569259998663622,0.41145570379404584,healed
223.54164448758493,25.886344942038445,0.19568212418198327,-0.8050872287459839,0.6915272301150961,healthy
170.3480445877822,74.81195991015515,0.15076556971537716,-0.515260727964823,-1.4799572087532256,dravet
231.9023389798666,26.178819098862572,0.15452296709146132,-1.0518105769455188,0.7262487912085787,healed
228.72948148148149,22.307405955688335,0.16857777777777777,-1.1849137781780819,2.0953238583175997,healthy
174.51505185185187,76.70145121108335,0.12226666666666666,-0.5700882619679161,-1.5035376369632978,dravet
236.3146962962963,21.982334059092583,0.1244,-1.4004175586589898,2.442966239218549,healed
226.2755928326344,22.31653595757393,0.1609454822722074,-0.722781880605332,0.360985545127841,healthy
172.7677773541746,75.6432001942282,0.1192527640106748,-0.5539953966833581,-1.4830034041876592,dravet
234.40875333587496,23.29510911464329,0.12065573770491804,-0.9832029268154152,0.3873829998906895,healed
234.77289733392251,16.41144661728799,0.0937251436146708,-1.17825440567199,2.2399403083071787,healthy
179.50855796140817,77.9141767296031,0.07270584769480042,-0.6346052964847395,-1.4943190252221923,dravet
240.7244955074385,16.53833950252645,0.07123287671232877,-1.3864457471078606,2.5958232071947593,healed
232.77937284807786,18.71583171721248,0.11905642659989187,-1.3378580243939269,2.977188544158146,healthy
178.38815695871156,77.90591098475065,0.0891927268588339,-0.6219885994620813,-1.4931425478254932,dravet
239.68355006686966,18.37400986965863,0.08809720285689895,-1.6622565437179064,4.2717061510278045,healed
232.30738493845885,18.26988593668449,0.1323572303564137,-1.283818026033338,2.597167116124119,healthy
177.61530945575453,77.42009043275044,0.10365746952108733,-0.6130093963964296,-1.500864515467283,dravet
239.0485912617395,18.674478892370484,0.10235956367030274,-1.4964387062737874,3.0142694625097253,healed
231.6267141350211,19.820692517493928,0.14189228785747773,-1.1089004280458346,1.5929092637675826,healthy
177.52710384435068,78.15771432803153,0.10960208626347867,-0.6021436249016329,-1.498512669631396,dravet
239.22569444444446,19.376656567977115,0.10898675574308486,-1.484813192961382,2.5884614296211614,healed
241.0344395280236,16.42025206275125,0.08710493046776233,-2.5311445859934385,8.871272352038355,healthy
184.1304466919511,80.09239415477576,0.0708386009270965,-0.6316632840869782,-1.520399006597761,dravet
244.8892330383481,15.67648845594471,0.06735145385587864,-2.871129764902015,11.566314832732965,healed
229.9562864751544,21.39117972050321,0.15988157969290046,-1.1341211095012587,2.3784763173686905,healthy
175.33130772281714,76.84807632595728,0.12599864014958354,-0.5670616883217245,-1.500711570799385,dravet
236.95605983341832,21.685574621390913,0.12577199841350784,-1.2647905861048376,1.7093643811372354,healed
233.77829690634567,18.246824324332128,0.11650036954915004,-1.3545940514459167,3.14986800153374,healthy
178.60060975609755,77.80505771997093,0.09298120578608383,-0.6118404163150089,-1.5003830931255444,dravet
239.86036321402176,18.40315099845685,0.09117305458768873,-1.5122173981235967,3.0815098244647228,healed
234.39643456491237,15.945916718001202,0.10360670169743322,-1.2353872340534875,2.923044580975527,healthy
179.33309031885335,77.60880594537923,0.0810888882775317,-0.640443023377377,-1.4877992177130261,dravet
240.36399900960137,16.521258766414494,0.07979586783680431,-1.29353281213999,2.2291053066422952,healed
230.9973550476983,21.208085695921056,0.15918749442776903,-1.4267567423256453,3.355505210360736,healthy
176.11917144640256,76.9268021769826,0.12795328241552498,-0.5748391400367694,-1.5098180489679403,dravet
237.45775505958574,21.559532983691437,0.12630390204760913,-1.5889345127746297,3.3743731551553813,healed
233.0625459496256,19.715843412573744,0.13900612661674608,-1.3965824225559487,3.2293302482405,healthy
177.7068890401634,77.21830437017229,0.11283866575901974,-0.5955633232903094,-1.5013719444710867,dravet
238.82435670524166,19.789186087064984,0.11095983662355344,-1.490478138203653,2.710533274203587,healed
233.14988267224564,19.52062902077118,0.131350541403975,-1.1214204579895197,1.5552147447972846,healthy
177.83671651918237,77.1381957811729,0.10750332193039495,-0.5898929678139866,-1.4969729977278905,dravet
238.79495914732408,20.052865051453814,0.10583528879590626,-1.3303327106101361,1.648090155642226,healed
234.39643456491237,15.945916718001202,0.10360670169743322,-1.2353872340534875,2.923044580975527,healthy
179.33309031885335,77.60880594537923,0.0810888882775317,-0.640443023377377,-1.4877992177130261,dravet
240.36399900960137,16.521258766414494,0.07979586783680431,-1.29353281213999,2.2291053066422952,healed
233.77829690634567,18.246824324332128,0.11650036954915004,-1.3545940514459167,3.14986800153374,healthy
178.60060975609755,77.80505771997093,0.09298120578608383,-0.6118404163150089,-1.5003830931255444,dravet
239.86036321402176,18.40315099845685,0.09117305458768873,-1.5122173981235967,3.0815098244647228,healed
237.03584980237153,16.04356776313567,0.1023056653491436,-1.601235372682403,4.438440498758387,healthy
180.95117259552043,78.67318693911731,0.0808695652173913,-0.6279230649079192,-1.5091541922270222,dravet
242.13750988142291,16.25870307507236,0.0782608695652174,-1.7905561517173278,4.839725282470149,healed
234.3294906450416,18.995060661619842,0.12288652143955053,-1.6837489705184527,7.155505914078246,healthy
